author,title,description,url,urlToImage,publishedAt,content,id,name,search_date
Stephen Alpher,"Bitcoin Jumps to Just Shy of $68K, Highest Since Late July","Digital assets are finally beginning to pay attention to not just the growing chance of a Trump victory in November, but also a GOP sweep, said Standard Chartered's Geoff Kendrick.",https://www.coindesk.com/markets/2024/10/15/bitcoin-jumps-just-shy-of-68k-highest-since-late-july/,https://www.coindesk.com/resizer/qYrFgwCQ9hEiqojDAK4HWw_S1Po=/1200x628/center/middle/cloudfront-us-east-1.images.arcpublishing.com/coindesk/FYE434VEU5A3TCSOOA3L33Y2K4.png,2024-10-15T14:21:44Z,"Please note that ourprivacy policy,terms of use,cookies, anddo not sell my personal informationhave been updated.
CoinDesk is anaward-winningmedia outlet that covers the cryptocurrency industry. Its… [+457 chars]",,CoinDesk,2024-10-20 14:44:15.540950
"Shaurya Malwa, Sam Reynolds",Bitcoin Demand Surges in Bullish Catalyst That May Drive BTC Price to $70K,"Technical indicators point to a price surge, and Polymarket bettors have their money on BTC passing $70K this month.",https://www.coindesk.com/markets/2024/10/17/bitcoin-demand-surges-in-bullish-catalyst-that-may-drive-btc-price-to-70k/,https://www.coindesk.com/resizer/QBFCzOXvOC39R8TW5DfqE00zOhQ=/1200x628/center/middle/cloudfront-us-east-1.images.arcpublishing.com/coindesk/3JWI3MG7X5FOFIPKSBOBZTMGXE.jpg,2024-10-17T06:09:22Z,"Please note that ourprivacy policy,terms of use,cookies, anddo not sell my personal informationhave been updated.
CoinDesk is anaward-winningmedia outlet that covers the cryptocurrency industry. Its… [+457 chars]",,CoinDesk,2024-10-20 14:44:15.540950
Danny Nelson,FBI Arrests Alleged SEC Hacker Linked to Fake Tweet Saying Bitcoin ETFs Were Approved,"Eric Council Jr. allegedly hijacked the SEC's X account and then handed control to unnamed co-conspirators, whose fake post drove up bitcoin's price.",https://www.coindesk.com/policy/2024/10/17/fbi-arrests-alleged-sec-hacker-linked-to-fake-tweet-saying-bitcoin-etfs-were-approved/,https://www.coindesk.com/resizer/vE-3wwCc_9W7KbshCTLgaSrlmbU=/1200x628/center/middle/cloudfront-us-east-1.images.arcpublishing.com/coindesk/HYKPBAVTVREPTIUPEROLL65EXY.JPG,2024-10-17T16:21:03Z,"Please note that ourprivacy policy,terms of use,cookies, anddo not sell my personal informationhave been updated.
CoinDesk is anaward-winningmedia outlet that covers the cryptocurrency industry. Its… [+457 chars]",,CoinDesk,2024-10-20 14:44:15.540950
Omkar Godbole,"Asian Private Wealth Managers Embrace Crypto, Some Foresee Bitcoin at $100K By Year-End","Digital assets have emerged as an alternative investment class for private wealth in Asia, with 76% of family offices and high-net-worth individuals investing in cryptocurrencies versus 58% in 2022.",https://www.coindesk.com/markets/2024/10/17/asian-private-wealth-managers-embrace-crypto-some-foresee-bitcoin-at-100k-by-year-end/,https://www.coindesk.com/resizer/92xDaYF48AlK0FXYCFQvw3F8HMc=/1200x628/center/middle/cloudfront-us-east-1.images.arcpublishing.com/coindesk/KIKOUSLBZRFFDDENPHLWZVW6IM.jpg,2024-10-17T06:32:50Z,"Please note that ourprivacy policy,terms of use,cookies, anddo not sell my personal informationhave been updated.
CoinDesk is anaward-winningmedia outlet that covers the cryptocurrency industry. Its… [+457 chars]",,CoinDesk,2024-10-20 14:44:15.540950
"James Van Straten, Helene Braun",History Suggests Crypto’s Bullish Momentum Should Continue Into the U.S. Election and Afterwards,"With less than three weeks until the U.S. presidential election, traders are positioning themselves for what’s to come after Nov. 5 and how a new administration will respond to factors affecting financial markets, including crypto.",https://www.coindesk.com/news-analysis/2024/10/16/history-suggests-cryptos-bullish-momentum-should-continue-into-the-us-election-and-afterwards/,https://www.coindesk.com/resizer/jTs831baVrd5WcuiKJKMmC8JgLU=/1200x628/center/middle/cloudfront-us-east-1.images.arcpublishing.com/coindesk/D7MI4WSZLBBVDIREJEG3GAXF6U.jpg,2024-10-16T16:39:54Z,"Using an implied performance against a theoretical value, ETC Group found bitcoin could move up to 10% in either direction based on the election. Given the current spot price just shy of $68,000, a 1… [+840 chars]",,CoinDesk,2024-10-20 14:44:15.540950
Omkar Godbole,Coinbase Says Bitcoin Liquidity on Exchange Unfazed After SEC's Lawsuit Against Cumberland,Paris-based Kaiko pointed to a notable drop in 2% BTC market depth on Coinbase in a report early this week.,https://www.coindesk.com/markets/2024/10/17/coinbase-says-bitcoin-liquidity-on-exchange-unfazed-after-secs-lawsuit-against-cumberland/,https://www.coindesk.com/resizer/5DKBTdvQNhim4niVBC2FlHlojTI=/1200x628/center/middle/cloudfront-us-east-1.images.arcpublishing.com/coindesk/54BP4UOSBRFB7F7PBUYPMJHRQE.jpg,2024-10-17T09:26:02Z,"Please note that ourprivacy policy,terms of use,cookies, anddo not sell my personal informationhave been updated.
CoinDesk is anaward-winningmedia outlet that covers the cryptocurrency industry. Its… [+457 chars]",,CoinDesk,2024-10-20 14:44:15.540950
Bradley Keoun,"Protocol Village: Conduit Launches New G2 Sequencer, Claiming 10x Improvement Over Existing Versions","The latest in blockchain tech upgrades, funding announcements and deals. For the period of Oct. 17-23.",https://www.coindesk.com/tech/2024/10/16/protocol-village/,https://www.coindesk.com/resizer/-K8yQM3cjwQQzIaRSAnWWk7hT3o=/1200x628/center/middle/cloudfront-us-east-1.images.arcpublishing.com/coindesk/TD63KGNZYVBFXGZY7KH7MDAHLY.jpeg,2024-10-16T22:02:00Z,"On-chain computing company Conduit has launched the new G2 Sequencer
, describing it as a ""10x more powerful sequencer than existing versions for rollup frameworks, providing 100x the computing of E… [+1973 chars]",,CoinDesk,2024-10-20 14:44:15.540950
James Van Straten,"Bitcoin Isn't at a Record Like Gold and S&P 500, but an Overlooked Catalyst Suggests a Coming Change","The downtrend in the yen has resumed in strong fashion, a good sign for risk assets, crypto among them.",https://www.coindesk.com/markets/2024/10/18/bitcoin-isnt-at-a-record-like-gold-and-sp-500-but-an-overlooked-catalyst-suggests-a-coming-change/,https://www.coindesk.com/resizer/p8TkcS7Qyocxe-BnVT8OXvWErwY=/1200x628/center/middle/cloudfront-us-east-1.images.arcpublishing.com/coindesk/YZQ7PWWAMFG7VDKCUOTY7IQGLU.jpg,2024-10-18T15:10:01Z,"Please note that ourprivacy policy,terms of use,cookies, anddo not sell my personal informationhave been updated.
CoinDesk is anaward-winningmedia outlet that covers the cryptocurrency industry. Its… [+457 chars]",,CoinDesk,2024-10-20 14:44:15.540950
TipRanks,Marathon Digital and HIVE: Analysts Choose the Best Bitcoin-Centric Stocks to Buy,Rising geopolitical tensions and increasing fears of potential disasters have sparked greater interest in what are called ‘debasement trades.’ While one...,https://finance.yahoo.com/news/marathon-digital-hive-analysts-choose-100429229.html,https://media.zenfs.com/en/tipranks_452/de98d96430136390048aa8341e485279,2024-10-17T10:04:29Z,"Rising geopolitical tensions and increasing fears of potential disasters have sparked greater interest in what are called debasement trades.
While one immediate beneficiary is gold, as a commodity a… [+7475 chars]",,Yahoo Entertainment,2024-10-20 14:44:15.540950
Jeff Benjamin,Betterment Tells Clients: Shift Crypto Holdings to ETFs,The New York-based robo platform is closing direct crypto in favor of lower-cost ETFs.,http://www.etf.com/sections/news/betterment-tells-clients-shift-crypto-holdings-etfs?utm_source=yahoo-finance&amp;utm_medium=rss&amp;utm_campaign=yahoo-finance-rss,https://s.yimg.com/ny/api/res/1.2/lRkvs_IgvfpbF74czff0sg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/indexuniverse.com/001106c5f5bb7229793322da5d588690,2024-10-18T19:39:27Z,"Robo-advisor Betterment has told investors using its direct cryptocurrency investing service that they have a month to convert those investments into ETFs.
The decision to shutter the two-year-old c… [+2897 chars]",,Etf.com,2024-10-20 14:44:15.540950
,"Plusvalenze da Bitcoin in Italia, la ritenuta sale dal 26 al 42%: il Fisco cerca di fare cassa","Il viceministro dell'Economia, Maurizio Leo, ha dichiarato in conferenza stampa che il governo è pronto ad alzare la ritenuta sulle plusvalenze da Bitcoin - ma probabilmente s'intendono tutte le criptovalute - dal 26 al 42%.",https://www.hwupgrade.it/news/web/plusvalenze-da-bitcoin-in-italia-la-ritenuta-sale-dal-26-al-42-il-fisco-cerca-di-fare-cassa_131887.html,https://www.hwupgrade.it/i/n/bitcoin_big_720.jpg,2024-10-16T12:41:01Z,"Durante la conferenza stampa che ha delineato i tratti della manovra di bilancio 2025 dello Stato, il viceministro dell'Economia, Maurizio Leo, ha dichiarato che al fine di recuperare risorse per le … [+1237 chars]",,Hwupgrade.it,2024-10-20 14:44:15.540950
John Amato,Downtrodden Stuart Varney Unenthusiastic About Stock Market Highs,"Fox Business host Stuart Varney couldn't muster up any enthusiasm whatsoever for the rising stock markets and after briefly giving a review of the major sectors quickly went to JD Vance and others to spew negativity. 
He did this throughout his program.
VARNE…",https://crooksandliars.com/2024/10/downtrodden-stuart-varney-unenthusiastic,https://crooksandliars.com/files/mediaposters/2024/10/55865.jpg,2024-10-15T16:34:50Z,Fox Business host Stuart Varney couldn't muster up any enthusiasm whatsoever for the rising stock markets and after briefly giving a review of the major sectors quickly went to JD Vance and others to… [+2046 chars],,Crooksandliars.com,2024-10-20 14:44:15.540950
Shawn Knight,Man who threw away $500M Bitcoin hard drive sues city for right to search landfill,"Howells eventually realized what he'd done, but it was too late. His bag of trash from that day is believed to be at the local landfill, and is likely buried under several feet of garbage. Attempts to gain access to the landfill to excavate the missing drive …",https://www.techspot.com/news/105182-man-who-threw-away-500m-bitcoin-hard-drive.html,https://www.techspot.com/images2/news/bigimage/2024/10/2024-10-17-image-14.jpg,2024-10-17T16:48:00Z,"Recap: Desperate times call for desperate measures and with more than half a billion dollars potentially at stake, times are certainly desperate for one British man. Back in 2013, computer engineer J… [+1768 chars]",,TechSpot,2024-10-20 14:44:15.540950
"Dan Mangan, CNBC","Historic bitcoin theft tied to Connecticut kidnapping, luxury cars, $500K bar bills","Two young men accused of committing one of the largest person-to-person crypto thefts in U.S. history went on a brazen spending spree that included buying exotic cars, a $2 million wristwatch, renting mansions and running up nightclub tabs of hundreds of thou…",https://www.nbcnews.com/business/historic-bitcoin-theft-tied-connecticut-kidnapping-luxury-cars-500k-ba-rcna175997,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2024-08/240830-bitcoin-ew-1135a-b17ed0.jpg",2024-10-17T19:18:28Z,"Two young men accused of committing one of the largest person-to-person crypto thefts in U.S. history went on a brazen spending spree that included buying exotic cars, a $2 million wristwatch, rentin… [+11919 chars]",nbc-news,NBC News,2024-10-20 14:44:15.540950
James Coker,US Arrest Man for SEC X Account Hack,"US authorities have charged a man for involvement in the SEC X account hack in January 2024, which falsely announced the approval of Bitcoin Exchange Traded Funds",https://www.infosecurity-magazine.com/news/us-arrest-sec-x-account-hack/,https://assets.infosecurity-magazine.com/webpage/og/11fc766f-e63f-4c17-9a6e-dc896500b390.jpg,2024-10-18T09:10:00Z,"A man has been arrested on charges related to the hack of the US Securities and Exchange Commission (SEC)’s X (formerly Twitter) account in January 2024, which resulted in a Bitcoin price spike.
The… [+2421 chars]",,Infosecurity Magazine,2024-10-20 14:44:15.540950
Alejandro Sánchez,Telefónica lanza con Bit2Me una app para la compra y venta de criptomonedas,"Telefónica da un paso más en su apuesta por los activos digitales con el lanzamiento de TU Wallet, una aplicación operada por Bit2Me que ""permite la compra, venta, envío y pago con criptomonedas de forma accesible y segura"". Leer",https://www.expansion.com/mercados/criptomonedas/2024/10/17/67110eb2e5fdeaf46b8b4585.html,https://phantom-expansion.unidadeditorial.es/786b04fe10732b423e7e09f454368720/crop/78x0/2006x1285/resize/1200/f/webp/assets/multimedia/imagenes/2024/07/18/17212908867735.jpg,2024-10-17T14:02:38Z,"Monedas de bitcoin con gráficos de cotización de fondoDREAMSTIMEEXPANSION
Telefónica da un paso más en su apuesta por los activos digitales con el lanzamiento de TU Wallet, una aplicación operada po… [+548 chars]",,Expansion.com,2024-10-20 14:44:15.540950
Zeljka Zorz,"Arrested: USDoD, Anonymous Sudan, SEC X account hacker","Law enforcement agencies have arrested suspects involved in cyber attacks claimed by USDoD and Anonymous Sudan, as well as a person involved in the hacking of SEC’s X (Twitter) account. USDoD On Wednesday, the Brazilian federal police (Policia Federal) arrest…",https://www.helpnetsecurity.com/2024/10/18/usdod-anonymous-sudan-arrested/,https://img.helpnetsecurity.com/wp-content/uploads/2024/10/02113542/arrest.webp,2024-10-18T09:09:30Z,"Law enforcement agencies have arrested suspects involved in cyber attacks claimed by USDoD and Anonymous Sudan, as well as a person involved in the hacking of SEC’s X (Twitter) account.
USDoD
On We… [+3542 chars]",,Help Net Security,2024-10-20 14:44:15.540950
Kevin T. Dugan,Trump’s Scammy Crypto Company Is Already a Disaster,"Trump has recently sold sneakers, NFTs, and a meme-stock company, but the gimmick market may be drying up for his crypto company, World Liberty Financial.",http://nymag.com/intelligencer/article/trumps-crypto-company-world-liberty-financial-is-a-disaster.html,https://pyxis.nymag.com/v1/imgs/0f9/e98/956990861f389fdb092e59a31777da6fd6-trump-crypto.1x.rsocial.w1200.jpg,2024-10-16T18:18:18Z,"It has hardly been a month since presidential candidate Donald Trump started hawking digital tokens in something called World Liberty Financial, a loosely defined lending business that mimicked some … [+4143 chars]",new-york-magazine,New York Magazine,2024-10-20 14:44:15.540950
Rida Fatima,Metaplanet Shares Surge 15.7% After $6.7 Million Bitcoin Purchase,"Metaplanet’s stock price skyrocketed by 15.7% after it announced its latest Bitcoin acquisition. According to a statement, the Japanese investment firm bought nearly 107 Bitcoin. Following the latest purchase, Metaplanet now owns 855.5...
The post Metaplanet …",https://techreport.com/crypto-news/metaplanet-shares-surge-15-7-after-6-7-million-bitcoin-purchase/,https://techreport.com/wp-content/uploads/2024/03/WFOX6YNCDJIPFOCR2YQ2OUC5GY-scaled.jpg?_t=1729049171,2024-10-16T03:25:53Z,"Metaplanets stock price skyrocketed by 15.7% after it announced its latest Bitcoin acquisition. According to a statement, the Japanese investment firm bought nearly 107 Bitcoin. Following the latest … [+2849 chars]",,Techreport.com,2024-10-20 14:44:15.540950
Rida Fatima,"Peter Brandt Sees Bitcoin Leading Stock Markets, Reveals Key Breakout Zone","Veteran trader Peter Brandt recently identified a critical price level Bitcoin must surpass to break free from its current range.  In a recent X post, Brandt noted that Bitcoin is...
The post Peter Brandt Sees Bitcoin Leading Stock Markets, Reveals Key Breako…",https://techreport.com/crypto-news/peter-brandt-sees-bitcoin-leading-stock-markets-reveals-key-breakout-zone/,https://techreport.com/wp-content/uploads/2024/01/pexels-pixabay-315788-scaled-3-1-scaled.webp?_t=1729049738,2024-10-16T03:35:35Z,"Veteran trader Peter Brandt recently identified a critical price level Bitcoin must surpass to break free from its current range. 
In a recent X post, Brandt noted that Bitcoin is nearing a critical… [+4517 chars]",,Techreport.com,2024-10-20 14:44:15.540950
Rida Fatima,"Bitcoin BTC’s Market Share Reaches Highest Level Since 2021, While Altcoins Falter","Bitcoin’s (BTC) market dominance hit a 3.5-year high, nearing 60%, as altcoins failed to match its momentum. As Bitcoin’s price rose sharply, the rest of the crypto market mostly stayed flat...
The post Bitcoin BTC’s Market Share Reaches Highest Level Since 2…",https://techreport.com/crypto-news/bitcoin-btcs-market-share-reaches-highest-level-since-2021-while-altcoins-falter/,https://techreport.com/wp-content/uploads/2024/06/cryptocurrency-3424781_1280.jpg?_t=1729136206,2024-10-17T03:36:42Z,"Bitcoins (BTC) market dominance hit a 3.5-year high, nearing 60%, as altcoins failed to match its momentum. As Bitcoins price rose sharply, the rest of the crypto market mostly stayed flat or decline… [+4520 chars]",,Techreport.com,2024-10-20 14:44:15.540950
Alex Popa,Tesla Moved $769M Bitcoins – Is the 4th Largest $BTC Holder Selling?,"Eleven hours ago, Tesla moved 11,508.992 Bitcoins (worth $769M) to unidentified wallets. Now, only $8.06 worth of $BTC is left in Tesla’s wallet. What prompted the company to do this?...
The post Tesla Moved $769M Bitcoins – Is the 4th Largest $BTC Holder Sel…",https://techreport.com/crypto-news/tesla-moved-769-million-bitcoins/,https://techreport.com/wp-content/uploads/2024/10/tesla-moved-769-million-bitcoins.jpg?_t=1729071025,2024-10-16T09:30:24Z,<ul><li> Tesla just sent nearly all its Bitcoins (valued at $769M) to unknown wallets in 26 transactions. Is a sellout coming?</li><li> The company bought $1.5B worth of Bitcoins in 2021 and sold 75%… [+2745 chars],,Techreport.com,2024-10-20 14:44:15.540950
Rida Fatima,Stablecoin Use Drops on US Exchanges as Global Platforms See Surge in 2024,"The United States has witnessed increased demand for Bitcoin since the launch of spot BTC ETFs in January. These financial products attracted significant interest from investors. However, a recent report...
The post Stablecoin Use Drops on US Exchanges as Glo…",https://techreport.com/crypto-news/stablecoin-use-drops-on-us-exchanges-as-global-platforms-see-surge-in-2024/,https://techreport.com/wp-content/uploads/2023/08/stablecoin-overview-banner.jpg?_t=1729213471,2024-10-18T00:59:30Z,"The United States has witnessed increased demand for Bitcoin since the launch of spot BTC ETFs in January. These financial products attracted significant interest from investors.
However, a recent r… [+3411 chars]",,Techreport.com,2024-10-20 14:44:15.540950
Rida Fatima,Analyst Predicts ETH/BTC Bottom in Q4 as Ethereum Faces Short-Term Weakness,"These past days have been bullish for the cryptocurrency market, with prices hitting new levels. Ethereum ETH’s price surged from $2,300 to almost breaking the $2,700 resistance level before pulling...
The post Analyst Predicts ETH/BTC Bottom in Q4 as Ethereu…",https://techreport.com/crypto-news/analyst-predicts-eth-btc-bottom-in-q4-as-ethereum-faces-short-term-weakness/,https://techreport.com/wp-content/uploads/2024/10/0_3-55.png,2024-10-18T03:58:32Z,"These past days have been bullish for the cryptocurrency market, with prices hitting new levels. Ethereum ETHs price surged from $2,300 to almost breaking the $2,700 resistance level before pulling b… [+3489 chars]",,Techreport.com,2024-10-20 14:44:15.540950
